
[1469] [05/02/2026, 19:02:15] Meu Amor 💙💙: Sabe se o Jp conhece de financiamento?
          [25/03/2026, 21:36:05] Meu Amor 💙💙: A gente tem que tirar pelo menos 30 dias antes de liberar pro financiamento
[12667] [25/03/2026, 22:51:32] Meu Amor 💙💙: Tô aqui pensando nas ideias
          [25/03/2026, 22:51:38] Meu Amor 💙💙: Das caixa de padrinhos
          [25/03/2026, 22:51:48] Meu Amor 💙💙: Pra mulher até que é de boa
[12670] [25/03/2026, 22:52:00] Meu Amor 💙💙: Mas pra homem tudo é caro
          [25/03/2026, 22:54:41] Meu Amor 💙💙: Mas se os nossos padrinhos forem usar gravatas
          [25/03/2026, 22:54:55] Meu Amor 💙💙: Eu acho que é um bom presente a gravata e um chaveiro que vi
[12671] [25/03/2026, 22:54:41] Meu Amor 💙💙: Mas se os nossos padrinhos forem usar gravatas
          [25/03/2026, 22:54:55] Meu Amor 💙💙: Eu acho que é um bom presente a gravata e um chaveiro que vi
          [25/03/2026, 22:57:01] Meu Amor 💙💙:
[12678] ‎[25/03/2026, 22:57:02] Meu Amor 💙💙: ‎imagem ocultada
          [25/03/2026, 22:57:34] Meu Amor 💙💙: Mas se eles n forem usar gravata aí tinha que pensar em outra coisa, tipo uma necessaire
          [25/03/2026, 22:59:25] Samuel Castro: Esse porta documento ai tb é bom em
[12685] [25/03/2026, 23:00:15] Meu Amor 💙💙: E o preço é bom
          [25/03/2026, 23:00:29] Meu Amor 💙💙: O que eu gostei mto foi o cantil de whisky, acho que todos os padrinhos iam gostar dms
          [25/03/2026, 23:00:33] Meu Amor 💙💙: Mas sai caro
[12696] Homens: 
          Gravata + porta cartão e chaveiro 
          
[12703] 
          Homens: gravata 
          
[12709] 
          Homens: gravata + porta cartão (ou chaveiro)
          [25/03/2026, 23:04:13] Meu Amor 💙💙: Que ficaria mais barato
[12711] [25/03/2026, 23:04:13] Meu Amor 💙💙: Que ficaria mais barato
          [25/03/2026, 23:04:36] Meu Amor 💙💙: Também vi uma caixa linda que tem duas necessaires, uma pro homem e uma pra mulher
          [25/03/2026, 23:04:39] Meu Amor 💙💙: Com a inicial de cada
[12739] [26/03/2026, 07:44:54] Samuel Castro: Beleza
          [26/03/2026, 07:45:26] Samuel Castro: Essa caixa ficou bonita em
          [26/03/2026, 07:45:37] Samuel Castro: Bonita dms tb
[12747] [26/03/2026, 09:09:19] Meu Amor 💙💙: Mas da mt trabalho
          [26/03/2026, 09:09:24] Meu Amor 💙💙: E ela disse que ficou 154 por caixa ‎<Mensagem editada>
          [26/03/2026, 09:10:14] Meu Amor 💙💙: Santuário 
[12877] [26/03/2026, 10:15:10] Samuel Castro: Vc sempre foi jaiarense e n sabe
          [26/03/2026, 10:15:31] Samuel Castro: Nossa paleta de cores se nao for assim vai ser bem parecida
          [26/03/2026, 10:15:38] Meu Amor 💙💙: Eu acho que vai ser tipo isso no final
[13008] [26/03/2026, 11:00:52] Meu Amor 💙💙: Que o casal chamou os amigos p jantar
          [26/03/2026, 11:00:59] Meu Amor 💙💙: Pra entregar as caixas de padrinhos
          [26/03/2026, 11:01:21] Samuel Castro: Sim amor
[13030] [26/03/2026, 11:04:27] Samuel Castro: Pse
          [26/03/2026, 11:04:29] Meu Amor 💙💙: Ontem eu tava na shein olhando um vestido p casamento religioso
          [26/03/2026, 11:04:34] Samuel Castro: Ela vai nos ajudar mt com isso
[13036] [26/03/2026, 11:04:56] Meu Amor 💙💙: Ai agora que sei que tem que casar no cartório antes
          [26/03/2026, 11:05:04] Meu Amor 💙💙: Já to pensando no vestido
          [26/03/2026, 11:05:35] Meu Amor 💙💙: Também espero
[13049] [26/03/2026, 11:08:39] Samuel Castro: Uai dms
          [26/03/2026, 11:08:47] Meu Amor 💙💙: Sapato, vestido
          [26/03/2026, 11:08:49] Meu Amor 💙💙: Maquiagens
[13060] [26/03/2026, 11:11:10] Meu Amor 💙💙: eu acho que tem que ser pessoalmente
          [26/03/2026, 11:11:20] Meu Amor 💙💙: isso de padrinho tem toda uma coisa
          [26/03/2026, 11:11:23] Meu Amor 💙💙: da entrega da caixa
[13061] [26/03/2026, 11:11:20] Meu Amor 💙💙: isso de padrinho tem toda uma coisa
          [26/03/2026, 11:11:23] Meu Amor 💙💙: da entrega da caixa
          [26/03/2026, 11:11:46] Meu Amor 💙💙: e eu só penso nela
[13063] [26/03/2026, 11:11:46] Meu Amor 💙💙: e eu só penso nela
          [26/03/2026, 11:11:49] Meu Amor 💙💙: a caixa
          ‎[26/03/2026, 11:12:51] Meu Amor 💙💙: ‎imagem ocultada
[13188] 
          Você noiva poderá Participar de uma Experiência Única e imersiva. Um evento repleto de Fornecedores Incríveis para o seu Casamento, Desfile de Noiva, Decoração, Sorteios, Degustações, Buffet, OpenBar, Música Ao Vivo e muita Animação em um dos Lugares mais Lindos de Anápolis: será na Estância Nobel. 
          
[13277] [27/03/2026, 08:32:19] Meu Amor 💙💙: Kadoche
          [27/03/2026, 09:07:28] Meu Amor 💙💙: Você prefere a caixa verde bem escuro
          [27/03/2026, 09:07:30] Meu Amor 💙💙: Ou branco?
[13281] [27/03/2026, 09:07:42] Meu Amor 💙💙: Pensei até em colocar só as iniciais
          [27/03/2026, 09:07:45] Meu Amor 💙💙: Dos padrinhos
          ‎[27/03/2026, 09:08:41] Meu Amor 💙💙: ‎imagem ocultada
[13291] [27/03/2026, 09:10:07] Meu Amor 💙💙: Mas qualquer coisa se ficar caro com o berço
          [27/03/2026, 09:10:14] Meu Amor 💙💙: A gente pode comprar só a caixa
          [27/03/2026, 09:10:17] Meu Amor 💙💙: E fazer o berço
[13298] [27/03/2026, 09:12:52] Samuel Castro: A gente consegue
          [27/03/2026, 09:37:42] Meu Amor 💙💙: Quanto vc acha que sair a caixa?
          [27/03/2026, 09:37:43] Meu Amor 💙💙: Só a caixa
[13299] [27/03/2026, 09:37:42] Meu Amor 💙💙: Quanto vc acha que sair a caixa?
          [27/03/2026, 09:37:43] Meu Amor 💙💙: Só a caixa
          [27/03/2026, 09:37:59] Samuel Castro: 30 a 50 reais
[13302] ‎[27/03/2026, 09:45:42] Meu Amor 💙💙: ‎figurinha omitida
          [27/03/2026, 09:45:45] Meu Amor 💙💙: São 19 caixas
          [27/03/2026, 09:45:52] Samuel Castro: E voce?
[13315] [27/03/2026, 10:05:10] Meu Amor 💙💙: Eu também
          [27/03/2026, 10:05:18] Meu Amor 💙💙: E na verdade nem quero essa escrita na caixa
          [27/03/2026, 10:05:28] Meu Amor 💙💙: Na minha cabeça vai ser papel vegetal
[13321] [27/03/2026, 10:06:22] Samuel Castro: Eu tb ja tava pensnaod nisso
          [27/03/2026, 10:06:25] Samuel Castro: Vc mandou uma caixa antes de ontem
          [27/03/2026, 10:06:31] Samuel Castro: Que o papel era vegetal tb
[13331] ‎[27/03/2026, 10:08:19] Meu Amor 💙💙: ‎imagem ocultada
          [27/03/2026, 10:08:24] Meu Amor 💙💙: Vou colocar as madrinhas assim
          [27/03/2026, 10:08:37] Meu Amor 💙💙: E aí tem que escolher a cor da gravata
[13332] [27/03/2026, 10:08:24] Meu Amor 💙💙: Vou colocar as madrinhas assim
          [27/03/2026, 10:08:37] Meu Amor 💙💙: E aí tem que escolher a cor da gravata
          [27/03/2026, 10:08:44] Meu Amor 💙💙: Pra dar na caixa e eles usarem
[13333] [27/03/2026, 10:08:37] Meu Amor 💙💙: E aí tem que escolher a cor da gravata
          [27/03/2026, 10:08:44] Meu Amor 💙💙: Pra dar na caixa e eles usarem
          [27/03/2026, 10:08:59] Samuel Castro: Acho uma otima ideia eu casar de azul e os padrinhso de cinza
[13335] [27/03/2026, 10:08:59] Samuel Castro: Acho uma otima ideia eu casar de azul e os padrinhso de cinza
          [27/03/2026, 10:09:02] Samuel Castro: Se for cinza qual cor da gravata
          [27/03/2026, 10:09:05] Samuel Castro: Vc acha que ficaria bom
[13350] ‎[27/03/2026, 10:15:27] Meu Amor 💙💙: ‎imagem ocultada
          [27/03/2026, 10:15:51] Meu Amor 💙💙: Mas ela não deu a gravata
          [27/03/2026, 10:16:03] Meu Amor 💙💙: Só colocou pros padrinhos que tinha que ser azul escuro
[13351] [27/03/2026, 10:15:51] Meu Amor 💙💙: Mas ela não deu a gravata
          [27/03/2026, 10:16:03] Meu Amor 💙💙: Só colocou pros padrinhos que tinha que ser azul escuro
          [27/03/2026, 10:17:18] Meu Amor 💙💙:
[13364] [27/03/2026, 10:19:34] Samuel Castro: O familia que vai chorar todo mundo
          [27/03/2026, 10:19:40] Meu Amor 💙💙: Ele de azul e os padrinhos de cinza
          [27/03/2026, 10:19:48] Meu Amor 💙💙: O casamento deles tb achei tudo lindo
[13744] [27/03/2026, 17:27:25] Samuel Castro: Dia 27 de março ainda
          [27/03/2026, 17:29:25] Meu Amor 💙💙: Nossa é uma enrolação tao grande pra me pasar orçamento de caixa com o berço
          [27/03/2026, 17:29:36] Meu Amor 💙💙: A vontade é fazer as caixas normal msm
[13745] [27/03/2026, 17:29:25] Meu Amor 💙💙: Nossa é uma enrolação tao grande pra me pasar orçamento de caixa com o berço
          [27/03/2026, 17:29:36] Meu Amor 💙💙: A vontade é fazer as caixas normal msm
          [27/03/2026, 17:29:40] Meu Amor 💙💙: Sem o berço
[13749] [27/03/2026, 17:31:25] Meu Amor 💙💙: depois do dia todo
          [27/03/2026, 17:31:32] Meu Amor 💙💙: me mandando só o preço da caixa
          [27/03/2026, 17:32:05] Meu Amor 💙💙: então eu n sei o preço que vai ficar
[13752] [27/03/2026, 17:32:11] Meu Amor 💙💙: pq eu n sei o material
          [27/03/2026, 17:34:45] Meu Amor 💙💙: mas só a caixa é 33 a grande e 28 a pequena
          ‎[27/03/2026, 17:38:48] Samuel Castro: ‎áudio ocultado
[13801] [29/03/2026, 20:30:17] Meu Amor 💙💙: https://www.mercadolivre.com.br/kit-chaveiro-couro-sintetico-presente-lembrancinha-revenda/up/MLBU3821647723#polycard_client=recommendations_vip&reco_backend=ranker_compl_marketplace&reco_model=rk_ctr_v1_retsys_comple_tpt&reco_client=vip&reco_item_pos=1&reco_backend_type=low_level&reco_id=a5b3dad8-5bf3-43ef-bf4e-110a873196a5&wid=MLB6416171202&sid=recos
          [29/03/2026, 20:54:45] Meu Amor 💙💙: CAIXA - 30,00
          
[13805] 
          GRAVATA - 15,00
          
[13858] [30/03/2026, 10:27:14] Samuel Castro: Sei que nao é viavel estou apenas olhando....
          [30/03/2026, 10:27:18] Samuel Castro: Olha o preço dessa caixa no alibaba
          [30/03/2026, 10:27:46] Samuel Castro: https://www.alibaba.com/product-detail/Custom-Luxury-Magnetic-Rigid-Gift-Box_10000015159527.html?spm=a2700.7735675.0.0.7f5313a0WXp6Yu&s=p
[13868] [30/03/2026, 10:47:28] Meu Amor 💙💙: a gente podia ir em campinas tb
          [30/03/2026, 10:47:35] Meu Amor 💙💙: e olhar a caixa
          [30/03/2026, 10:47:55] Meu Amor 💙💙: e dependendo do valor a gente fazia sem o berço mesmo
[13881] [30/03/2026, 10:56:38] Meu Amor 💙💙: Ou chamar a minha mãe
          [30/03/2026, 10:56:51] Meu Amor 💙💙: Meu cartão virou, qualquer coisa eu já compro as caixas
          [30/03/2026, 10:57:02] Meu Amor 💙💙: Queria comprar já as coisas que a gente tem ctz
[13884] [30/03/2026, 10:57:07] Meu Amor 💙💙: Tipo o porta joias
          [30/03/2026, 10:57:09] Meu Amor 💙💙: E a gravata
          [30/03/2026, 10:57:09] Samuel Castro: Beleza pode ser tb
[13893] [30/03/2026, 10:59:02] Meu Amor 💙💙: Melhor vc só fazer o pix
          [30/03/2026, 10:59:04] Samuel Castro: Amor e eu acho que no campinas se voce nao conseguir um local que tenha a caixa
          [30/03/2026, 10:59:12] Samuel Castro: Voce consegue algum contato que tenha mais em conta
[13992] [30/03/2026, 11:17:57] Meu Amor 💙💙: Bem vendedor
          [30/03/2026, 11:18:56] Meu Amor 💙💙: Tô ansiosa pra entregar a caixa de todos os padrinhos
          [30/03/2026, 11:18:59] Meu Amor 💙💙: Até o Murillo
[14003] [30/03/2026, 11:19:56] Meu Amor 💙💙: 50% de comissão? 🤣
          [30/03/2026, 11:26:32] Meu Amor 💙💙: 12 reais as gravatas lá em Campinas
          [30/03/2026, 11:26:35] Meu Amor 💙💙: Barato né
[14006] [30/03/2026, 11:26:51] Meu Amor 💙💙: “Olá, tudo bem?
          Temos gravatas por R$12,00 no atacado (a partir de 6 peças) e R$20,00 no varejo.
          Tem preferência de cor?”
[14030] [30/03/2026, 11:38:44] Samuel Castro: Eles tem fotosw
          [30/03/2026, 11:38:49] Samuel Castro: A gravata entao ja fechamos ne
          [30/03/2026, 11:39:08] Samuel Castro: Como tem que buscar a grava em campinas ja rola realmente procurar a caixa la
[14031] [30/03/2026, 11:38:49] Samuel Castro: A gravata entao ja fechamos ne
          [30/03/2026, 11:39:08] Samuel Castro: Como tem que buscar a grava em campinas ja rola realmente procurar a caixa la
          ‎[30/03/2026, 11:45:55] Meu Amor 💙💙: ‎imagem ocultada
[14082] [30/03/2026, 13:48:04] Meu Amor 💙💙: pra vc entender
          [30/03/2026, 13:48:39] Samuel Castro: Por caixa ouv alor total?
          [30/03/2026, 13:48:49] Meu Amor 💙💙: kkkkkk
[14086] [30/03/2026, 13:48:56] Samuel Castro: Ultimamente ta desse jeito amor
          [30/03/2026, 13:48:56] Meu Amor 💙💙: 1200 por caixa
          [30/03/2026, 13:48:58] Samuel Castro: Namoral
[14089] [30/03/2026, 13:48:58] Samuel Castro: Kkkkkkkk
          [30/03/2026, 13:49:06] Samuel Castro: Ontem vc mostrou uma que eram 2 caixas por 650.00
          [30/03/2026, 13:49:40] Samuel Castro: Essa vem com berco?
[14093] [30/03/2026, 13:50:35] Meu Amor 💙💙: ambas com berço
          [30/03/2026, 13:53:08] Meu Amor 💙💙: pior que sai mais ou menos 70 reais por caixa
          [30/03/2026, 13:53:28] Meu Amor 💙💙: são 19
[14095] [30/03/2026, 13:53:28] Meu Amor 💙💙: são 19
          [30/03/2026, 13:54:17] Meu Amor 💙💙: você me manda um modelo de como fica a personalização de fora da caixa? quando não é com o hot stamping
          ‎[30/03/2026, 13:54:17] Meu Amor 💙💙: ‎imagem ocultada
[14124] [30/03/2026, 14:04:23] Meu Amor 💙💙: mas n sei se me vendem só o projeto ne
          [30/03/2026, 14:04:30] Meu Amor 💙💙: pq a caixa dele sem nada
          [30/03/2026, 14:04:31] Meu Amor 💙💙: é 33
[14128] [30/03/2026, 14:04:41] Meu Amor 💙💙: e sem berço
          [30/03/2026, 14:26:01] Samuel Castro: https://suzapi.com/caixascartonadas
          [30/03/2026, 14:26:03] Samuel Castro: Ja viu essa amor?
[14131] [30/03/2026, 14:26:26] Samuel Castro: Me mandaram aqui no trabalho
          [30/03/2026, 14:27:55] Samuel Castro: https://www.suhcortes.com.br/p-19019065-Caixa-Cartonada-verde-oliva-20x15x5cm
          [30/03/2026, 14:28:26] Samuel Castro: Acho que depende do valor do berco, se for 25 reais somente o berco acho melhor a gente tentar fazer e se nao conseguir entregar sem mesmo
[14133] [30/03/2026, 14:28:26] Samuel Castro: Acho que depende do valor do berco, se for 25 reais somente o berco acho melhor a gente tentar fazer e se nao conseguir entregar sem mesmo
          [30/03/2026, 14:28:28] Samuel Castro: pq sao 20 caixas
          [30/03/2026, 14:28:48] Samuel Castro: Ja da 475,00 de diferenca
[14149] [30/03/2026, 14:38:37] Meu Amor 💙💙: sem data
          [30/03/2026, 14:38:43] Meu Amor 💙💙: tem que ir pra comprar as gravatas
          [30/03/2026, 15:03:14] Meu Amor 💙💙: talvez dava pra achar la também o chaveiro
[14253] ‎[30/03/2026, 17:17:57] Meu Amor 💙💙: Pista de Dança e DJ_TÔ NOIVA EVENTOS.pdf ‎documento omitido
          [30/03/2026, 17:32:16] Samuel Castro: Eu estou vendo que caso a gente queira uma festa melhor e mais bonita vamos precisar economizar em outros pontos, seja buffet, fotografia, decoracao...
          [30/03/2026, 17:32:27] Samuel Castro: E justamente a decoracao e fotografia sao os principais
[14258] [30/03/2026, 17:32:57] Meu Amor 💙💙: mas eu prefiro tirar da pista
          [30/03/2026, 17:33:01] Meu Amor 💙💙: do que em buffet
          [30/03/2026, 17:33:04] Meu Amor 💙💙: decoração ‎<Mensagem editada>
[14277] [30/03/2026, 17:37:45] Meu Amor 💙💙: tipo decoração
          [30/03/2026, 17:37:51] Meu Amor 💙💙: buffet
          [30/03/2026, 17:39:00] Meu Amor 💙💙: vc n ia falar com o Jm? Que sabia disso de estrutura?
[14290] [30/03/2026, 17:41:41] Meu Amor 💙💙: a gente n sabe o valor de tudo
          [30/03/2026, 17:42:32] Meu Amor 💙💙: eu to orçando foto, video, decoração, caixa de padrinhos, buffet
          [30/03/2026, 17:42:56] Meu Amor 💙💙: tem que olhar bar
[14308] 4-NÚMERO DE PESSOAS NO ALTAR: _________________________________
           5-QUANTIDADE DE CASAIS DE PADRINHOS____________________________ 
          6-QUANTIDADE DAMAS ADULTAS/ CRIANÇAS__________________________ 
[14318] 13-QUANTIDADE DE MÚSICOS _____________________________________
          14-BUFFET__________________________________________________
          14.1-TIPO DE SERVIÇO___________________
[14324] 17-BAR_____________________________________________________
          18-MESA DE DOCES ___________________________________________ 
          18.1- COR DA FORMINHA E QUANTIDADE _____________________________________ 
[14341] 30.2-CABELEREIRA_____________________
          31- VESTIDO DA NOIVA: ________________________________________ 32- TERNO DO NOIVO__________________________________________ 
          33-OUTROS________________ _________________________________
[14344] [30/03/2026, 17:49:08] Meu Amor 💙💙: Oii bom dia.
          Orçamento caixas *SEM BERCINHO*:
          
[14346] 
          Caixa porta joia (madrinha)
          Caixa 13x13x6 R$ 25,00 cada
[14347] Caixa porta joia (madrinha)
          Caixa 13x13x6 R$ 25,00 cada
          
[14349] 
          Caixa gravata (padrinho)
          Caixa 13x13x6 R$ 25,00 cada
[14350] Caixa gravata (padrinho)
          Caixa 13x13x6 R$ 25,00 cada
          
[14352] 
          Caixa porta joias e gravata (casais)
          Caixa 18x12x6 R$ 45,00 cada
[14353] Caixa porta joias e gravata (casais)
          Caixa 18x12x6 R$ 45,00 cada
          
[14355] 
          Caixa porta joias e almofada (madrinha) 
          Caixa 18x12x6 R$ 45,00 cada
[14356] Caixa porta joias e almofada (madrinha) 
          Caixa 18x12x6 R$ 45,00 cada
          
[14358] 
          Caixa gravata e chaveiro (padrinho)
          Caixa 15x15x6 R$ 38,00 cada
[14359] Caixa gravata e chaveiro (padrinho)
          Caixa 15x15x6 R$ 38,00 cada
          
[14361] 
          Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 20x20x6 R$ 62,00 cada
[14362] Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 20x20x6 R$ 62,00 cada
          [30/03/2026, 17:49:08] Meu Amor 💙💙: Oii bom dia.
[14364] [30/03/2026, 17:49:08] Meu Amor 💙💙: Oii bom dia.
          Orçamento caixas *COM BERCINHO*:
          
[14366] 
          Caixa porta joia (madrinha)
          Caixa 15x15x6 R$ 45,00 cada
[14367] Caixa porta joia (madrinha)
          Caixa 15x15x6 R$ 45,00 cada
          
[14369] 
          Caixa gravata (padrinho)
          Caixa 15x15x6 R$ 45,00 cada
[14370] Caixa gravata (padrinho)
          Caixa 15x15x6 R$ 45,00 cada
          
[14372] 
          Caixa porta joias e gravata (casais)
          Caixa 20x15x6 R$ 55,00 cada
[14373] Caixa porta joias e gravata (casais)
          Caixa 20x15x6 R$ 55,00 cada
          
[14375] 
          Caixa porta joias e almofada (madrinha) 
          Caixa 20x15x6 R$ 55,00 cada
[14376] Caixa porta joias e almofada (madrinha) 
          Caixa 20x15x6 R$ 55,00 cada
          
[14378] 
          Caixa gravata e chaveiro (padrinho)
          Caixa 20x15x6 R$ 55,00 cada
[14379] Caixa gravata e chaveiro (padrinho)
          Caixa 20x15x6 R$ 55,00 cada
          
[14381] 
          Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 25x25x6 R$ 80,00 cada
[14382] Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 25x25x6 R$ 80,00 cada
          [30/03/2026, 17:49:08] Meu Amor 💙💙: Orçamento caixas para porta joias e gravata SEM BERCINHO
[14383] Caixa 25x25x6 R$ 80,00 cada
          [30/03/2026, 17:49:08] Meu Amor 💙💙: Orçamento caixas para porta joias e gravata SEM BERCINHO
          5 madrinhas R$ 125,00
[14384] [30/03/2026, 17:49:08] Meu Amor 💙💙: Orçamento caixas para porta joias e gravata SEM BERCINHO
          5 madrinhas R$ 125,00
          5 padrinhos R$ 125,00
[14385] 5 madrinhas R$ 125,00
          5 padrinhos R$ 125,00
          5 casais R$ 405,00
[14389] 
          Porta joias e gravata COM BERCINHO : 
          5 madrinhas R$ 225,00
[14390] Porta joias e gravata COM BERCINHO : 
          5 madrinhas R$ 225,00
          5 padrinhos R$ 225,00
[14391] 5 madrinhas R$ 225,00
          5 padrinhos R$ 225,00
          5 casais R$ 495,00
[14395] 
          Porta joias, gravata, chaveiro e almofada SEM BERCINHO 
          5 madrinhas R$ 225,00
[14396] Porta joias, gravata, chaveiro e almofada SEM BERCINHO 
          5 madrinhas R$ 225,00
          5 padrinhos R$ 190,00
[14397] 5 madrinhas R$ 225,00
          5 padrinhos R$ 190,00
          5 casais R$ 558,00
[14401] 
          Porta joias, gravata, chaveiro e almofada COM BERCINHO 
          5 madrinhas R$ 275,00
[14402] Porta joias, gravata, chaveiro e almofada COM BERCINHO 
          5 madrinhas R$ 275,00
          5 padrinhos R$ 275,00
[14403] 5 madrinhas R$ 275,00
          5 padrinhos R$ 275,00
          5 casais R$ 720,00
[14415] [30/03/2026, 17:58:34] Meu Amor 💙💙: que te mandaram
          [30/03/2026, 17:58:36] Meu Amor 💙💙: de caixa
          ‎[30/03/2026, 17:59:05] Samuel Castro: Ainda nao ‎imagem ocultada
[14419] [30/03/2026, 18:27:59] Meu Amor 💙💙: preciso montar um cardapio
          [30/03/2026, 18:28:06] Meu Amor 💙💙: pra mandar pra mulher do buffet
          [30/03/2026, 18:28:18] Meu Amor 💙💙: ela deu as sugestões
[14425] [30/03/2026, 18:31:26] Samuel Castro: Se quiser pode mandar tb
          [30/03/2026, 18:31:42] Samuel Castro: Sobre o buffet preciso saber o nr de convidados
          [30/03/2026, 18:31:42] Samuel Castro: O que vocês querem em especifico
[14427] [30/03/2026, 18:31:42] Samuel Castro: O que vocês querem em especifico
          [30/03/2026, 18:32:13] Samuel Castro: Jm sobre o buffet tb
          [30/03/2026, 18:33:06] Meu Amor 💙💙: De 100-120 convidados
[14440] [30/03/2026, 18:48:35] Meu Amor 💙💙: Eu fiquei feliz com um orçamento ‎<Mensagem editada>
          [30/03/2026, 18:48:51] Meu Amor 💙💙: Falei pra ele que nosso teto por pessoa no buffet era 100 por pessoa
          [30/03/2026, 18:49:27] Meu Amor 💙💙: Com esse orçamento da pra fazer um cardápio bem completo
[14575] [30/03/2026, 19:15:34] Samuel Castro: Ta bom
          [30/03/2026, 19:17:21] Meu Amor 💙💙: Queria te mostrar pessoalmente o negócio do buffet
          ‎[30/03/2026, 19:18:41] Meu Amor 💙💙: Essa estrutura é boa também ‎imagem ocultada
[14592] [30/03/2026, 19:23:57] Samuel Castro: ‎Ligação de voz. ‎9 minutos
          ‎[30/03/2026, 19:37:58] Meu Amor 💙💙: Cardápio Ineditu's Buffet.pdf • ‎21 páginas ‎documento omitido
          ‎[30/03/2026, 19:39:25] Meu Amor 💙💙: ‎áudio ocultado
[14606] [30/03/2026, 19:47:06] Meu Amor 💙💙: Tô vendo o insta deles
          [30/03/2026, 19:47:17] Meu Amor 💙💙: Ineditus_buffet
          [30/03/2026, 19:56:39] Meu Amor 💙💙: Nossa tem mt opção
[14630] ‎[30/03/2026, 22:25:13] Meu Amor 💙💙: ‎vídeo omitido
          [30/03/2026, 22:25:15] Meu Amor 💙💙: Caixa normal
          [30/03/2026, 22:25:20] Meu Amor 💙💙: Sem berço
[14646] ‎[30/03/2026, 22:37:41] Samuel Castro: ‎áudio ocultado
          [30/03/2026, 22:38:12] Meu Amor 💙💙: Eu acho que essas caixas já compra pronto
          [30/03/2026, 22:38:26] Meu Amor 💙💙: Mas seria com as coisas que pensei dentro
[14648] [30/03/2026, 22:38:26] Meu Amor 💙💙: Mas seria com as coisas que pensei dentro
          [30/03/2026, 22:38:30] Meu Amor 💙💙: Muda só a caixa mesmo
          [30/03/2026, 22:38:53] Meu Amor 💙💙: Continua o porta joias
[14650] [30/03/2026, 22:38:53] Meu Amor 💙💙: Continua o porta joias
          [30/03/2026, 22:38:55] Meu Amor 💙💙: Gravata
          [30/03/2026, 22:39:21] Meu Amor 💙💙: E a pulseira com o chaveiro
[14652] [30/03/2026, 22:39:21] Meu Amor 💙💙: E a pulseira com o chaveiro
          [30/03/2026, 22:39:32] Meu Amor 💙💙: Parece que ela deu uma grudada nos objetos dentro da caixa
          ‎[30/03/2026, 22:39:54] Samuel Castro: ‎áudio ocultado
[14663] [30/03/2026, 22:44:56] Meu Amor 💙💙: 122 reais ‎<Mensagem editada>
          [30/03/2026, 22:46:32] Meu Amor 💙💙: Talvez até acha a caixa pessoalmente em Goiânia tb
          ‎[30/03/2026, 22:48:42] Samuel Castro: ‎imagem ocultada
[14673] [30/03/2026, 22:51:18] Meu Amor 💙💙: Da pra colocar a logo e a data
          [30/03/2026, 22:51:38] Samuel Castro: De qualquer jeito se for a outra caixa ou essa vamos usar o laco ne?
          [30/03/2026, 22:52:02] Samuel Castro: Sao qnts  dias pra chegar?
[14677] [30/03/2026, 22:52:18] Meu Amor 💙💙: Na outra o laço já vem
          [30/03/2026, 22:52:33] Meu Amor 💙💙: A caixa ou o laço?
          [30/03/2026, 22:52:41] Meu Amor 💙💙: A fita*
[14679] [30/03/2026, 22:52:41] Meu Amor 💙💙: A fita*
          [30/03/2026, 22:53:13] Samuel Castro: Amor, mas acho que essa caixa é uma otima ideia pra gente economizar e usar esse valor pra outra parte do evento, como o palco e som que hoje eu percebi que é o dobro do preco que tinha imaginado
          [30/03/2026, 22:53:20] Samuel Castro: E fica muito bonita pronta
[14684] [30/03/2026, 22:56:39] Meu Amor 💙💙: Pois é
          [30/03/2026, 22:56:47] Meu Amor 💙💙: E dá muita trabalho essa caixa com o berço
          [30/03/2026, 22:56:50] Meu Amor 💙💙: Fica lindo
[14692] [30/03/2026, 22:57:32] Meu Amor 💙💙: Que já peço tb
          [30/03/2026, 22:57:49] Meu Amor 💙💙: Queria ver se achava essa caixa pessoalmente lá em Goiânia
          [30/03/2026, 22:57:51] Meu Amor 💙💙: No atacado
[14695] [30/03/2026, 22:57:58] Meu Amor 💙💙: Lá em Campinas deve ter também
          [30/03/2026, 22:59:57] Samuel Castro: E seria melhor que voce olhava as caixas antes
          [30/03/2026, 23:00:03] Samuel Castro: O foda é dar mt trabalho pra vc tb
[14699] [30/03/2026, 23:00:20] Meu Amor 💙💙: Eu acho melhor comprar os objetos antes
          [30/03/2026, 23:00:25] Meu Amor 💙💙: Os objetos das caixas
          [30/03/2026, 23:00:36] Meu Amor 💙💙: Até pra ver qual tamanho fica melhor
[14701] [30/03/2026, 23:00:36] Meu Amor 💙💙: Até pra ver qual tamanho fica melhor
          [30/03/2026, 23:01:03] Meu Amor 💙💙: Pq o que estamos decididos é a gravata e o porta joias
          [30/03/2026, 23:01:13] Meu Amor 💙💙: Aí tem que decidir da pulseira e do chaveiro
[14710] [30/03/2026, 23:04:01] Meu Amor 💙💙: Pq aí das mulheres fica o porta joias e a pulseira
          [30/03/2026, 23:04:05] Meu Amor 💙💙: E os homens só a gravata?
          [30/03/2026, 23:04:17] Meu Amor 💙💙: Reparação histórica ‎<Mensagem editada>
[14732] [30/03/2026, 23:09:51] Meu Amor 💙💙: Mesmo assim fica caro
